,SIT_MATRICULA,RENDA_FAMILIAR,TIPO_ESCOLA_ORIGEM,ANO_CONCLUSAO_2_GRAU,COD_ESTADO_CIVIL,N_FILHOS,SEXO,PROFISSAO,DESC_CIDADE,NIVEL_FALA,NIVEL_COMPREENSAO,NIVEL_ESCRITA,NIVEL_LEITURA,NOTAS,N_FALTAS,ANO_INGRESSO,IDADE_INGRESSO,APROVACAO
1838,0,4.0,6,2005,0,0,0,0,0,0,0,0,0,8.5,4,2008,1,1
1839,1,4.0,6,2004,0,0,1,0,0,0,0,0,0,0.0,0,2008,1,0
1840,1,4.0,6,2004,0,0,1,0,0,0,0,0,0,0.0,30,2008,1,0
1841,0,4.0,2,2006,0,0,1,1,0,1,1,1,1,6.4,0,2008,0,1
1842,1,4.0,2,2005,0,0,1,1,0,0,0,0,0,10.0,0,2012,1,1
1843,1,4.0,2,2005,0,0,1,0,0,0,0,0,0,3.8,0,2009,1,0
1844,0,4.0,2,2006,0,0,0,0,1,1,1,1,1,7.0,0,2008,0,1
1845,0,4.0,6,2010,0,0,1,0,1,0,0,0,0,2.0,12,2010,1,0
1846,0,4.0,1,2002,0,0,1,0,0,0,0,0,0,6.0,0,2008,1,1
1847,0,4.0,1,2002,0,0,1,0,0,0,0,0,0,3.3,0,2008,1,0
1848,0,4.0,6,2010,0,0,1,0,1,0,0,0,0,3.9,6,2010,1,0
1849,0,4.0,6,2010,0,0,1,0,1,0,0,0,0,0.0,0,2010,1,0
1850,1,4.0,6,2004,0,0,1,0,0,0,0,0,0,6.0,0,2008,1,1
1851,1,6.0,2,1990,1,2,1,1,0,0,0,0,0,7.8,0,2011,2,1
1852,1,4.0,2,1997,1,0,1,0,0,1,1,1,1,0.0,58,2013,2,0
1853,0,4.0,6,2009,0,0,1,0,0,0,0,0,0,1.9,0,2013,1,0
1854,1,4.0,2,2004,0,0,1,0,0,0,0,0,0,0.0,40,2008,1,0
1855,1,4.0,2,2004,0,0,1,0,0,0,0,0,0,0.0,0,2011,1,0
1856,1,4.0,2,2004,0,0,1,0,0,0,0,0,0,0.0,0,2011,1,0
1857,1,4.0,2,2003,1,0,1,1,0,0,0,0,0,10.0,0,2011,1,1
1859,0,4.0,2,2006,0,0,1,0,0,0,0,0,0,1.0,0,2009,1,0
1860,0,4.0,2,2006,0,0,1,0,0,0,0,0,0,2.3,0,2009,1,0
1861,1,4.0,2,2001,0,0,1,0,0,0,0,0,0,0.0,0,2011,1,0
1862,0,5.0,1,1991,0,0,1,1,0,0,0,0,0,7.2,0,2008,2,1
1863,0,4.0,2,2002,0,0,1,0,0,1,1,1,1,0.0,0,2011,1,0
1864,1,4.0,6,2000,0,0,0,0,0,1,1,1,1,7.3,0,2011,1,1
1865,1,4.0,6,2000,0,0,0,0,0,1,1,1,1,7.3,0,2011,1,1
1866,0,4.0,2,2002,0,0,1,0,0,1,1,1,1,6.2,2,2011,1,1
1868,0,4.0,2,1997,1,0,1,0,1,0,0,0,0,6.0,0,2012,2,1
1869,1,4.0,6,2000,0,0,1,0,0,0,0,0,0,0.0,24,2014,2,0
1870,1,4.0,6,2000,0,0,1,0,0,0,0,0,0,6.0,0,2014,2,1
1871,1,4.0,2,1992,1,4,1,1,0,1,1,1,1,7.5,0,2013,3,1
1872,1,4.0,2,2001,0,0,1,0,0,0,0,0,0,0.0,0,2011,2,0
1873,1,4.0,1,1996,0,0,1,1,0,0,0,0,0,6.0,0,2009,2,1
1874,1,4.0,2,2004,0,0,1,1,0,0,0,0,0,0.0,0,2008,1,0
1875,1,4.0,2,2004,0,0,1,1,0,0,0,0,0,0.0,0,2008,1,0
1876,1,4.0,2,2004,0,0,1,1,0,0,0,0,0,0.0,0,2008,1,0
1877,1,2.0,1,2008,0,0,1,1,0,1,1,1,1,0.0,0,2010,1,0
1878,1,4.0,1,2013,0,0,1,0,1,0,0,0,0,0.0,18,2014,1,0
1879,1,4.0,1,2013,0,0,1,0,1,0,0,0,0,0.0,62,2014,1,0
1880,1,2.0,1,2008,0,0,1,1,0,1,1,1,1,0.0,0,2010,1,0
1881,1,4.0,2,2004,0,0,1,1,0,0,0,0,0,4.0,0,2008,1,0
1882,1,2.0,1,2008,0,0,1,1,0,1,1,1,1,0.0,0,2010,1,0
1883,0,4.0,6,1997,0,0,1,1,0,1,1,1,1,4.9,18,2014,2,0
1884,0,4.0,6,1997,0,0,1,1,0,1,1,1,1,8.0,0,2014,2,1
1885,1,3.0,1,2008,0,0,1,1,1,0,0,0,0,6.0,0,2013,2,1
1886,0,4.0,2,2003,1,2,1,1,0,0,0,0,0,6.3,0,2014,2,1
1887,0,4.0,2,1999,0,0,1,1,0,1,1,1,1,8.0,0,2012,2,1
1888,0,3.0,2,2001,1,2,1,1,1,1,1,1,1,7.4,0,2008,1,1
1889,0,4.0,2,2008,0,0,1,0,1,1,1,1,1,6.0,0,2008,1,1
1890,0,4.0,2,2008,0,0,1,0,1,1,1,1,1,2.0,0,2008,1,0
1891,0,4.0,2,2008,0,0,1,0,1,1,1,1,1,8.5,4,2008,1,1
1892,0,4.0,2,1999,0,0,1,1,0,1,1,1,1,8.7,0,2012,2,1
1893,0,3.0,2,2001,1,2,1,1,1,1,1,1,1,7.3,14,2008,1,1
1894,1,3.0,1,2008,0,0,1,1,1,0,0,0,0,8.3,0,2013,2,1
1895,0,4.0,6,1997,0,0,1,1,0,1,1,1,1,7.6,0,2014,2,1
1896,0,4.0,2,2003,1,2,1,1,0,0,0,0,0,8.6,0,2014,2,1
1897,1,4.0,2,2004,0,0,1,1,0,0,0,0,0,8.5,4,2008,1,1
1898,1,2.0,1,2008,0,0,1,1,0,1,1,1,1,6.7,19,2010,1,0
1899,1,4.0,1,2013,0,0,1,0,1,0,0,0,0,0.0,68,2014,1,0
1900,1,4.0,1,2013,0,0,1,0,1,0,0,0,0,0.0,6,2014,1,0
1901,1,4.0,2,2001,0,0,1,0,0,0,0,0,0,0.0,8,2011,2,0
1902,0,4.0,6,1994,0,0,1,0,0,0,0,0,0,7.3,0,2016,2,1
1903,1,4.0,1,1996,0,0,1,1,0,0,0,0,0,3.9,32,2009,2,0
1904,1,4.0,1,1996,0,0,1,1,0,0,0,0,0,0.0,66,2009,2,0
1905,1,4.0,6,2000,0,0,1,0,0,0,0,0,0,8.7,0,2014,2,1
1906,0,4.0,2,1997,1,0,1,0,1,0,0,0,0,0.0,2,2012,2,0
1907,0,4.0,2,1997,1,0,1,0,1,0,0,0,0,7.7,4,2012,2,1
1908,1,4.0,2,1992,1,4,1,1,0,1,1,1,1,8.2,8,2013,3,1
1909,0,4.0,2,1997,1,0,1,1,0,0,0,0,0,8.3,0,2012,2,1
1910,1,4.0,6,2000,0,0,0,0,0,1,1,1,1,5.0,23,2011,1,0
1911,1,4.0,6,2000,0,0,0,0,0,1,1,1,1,5.0,23,2011,1,0
1912,0,4.0,2,2002,0,0,1,0,0,1,1,1,1,8.9,7,2011,1,1
1913,1,4.0,2,2001,0,0,1,0,0,0,0,0,0,4.4,24,2011,1,0
1914,0,5.0,1,1991,0,0,1,1,0,0,0,0,0,6.8,6,2008,2,1
1916,1,4.0,2,2003,1,0,1,1,0,0,0,0,0,9.3,2,2011,1,1
1917,1,4.0,2,2004,0,0,1,0,0,0,0,0,0,3.3,8,2011,1,0
1918,1,4.0,2,2004,0,0,1,0,0,0,0,0,0,1.5,0,2011,1,0
1919,0,4.0,6,2009,0,0,1,0,0,0,0,0,0,6.2,0,2013,1,1
1920,1,4.0,2,1997,1,0,1,0,0,1,1,1,1,0.0,0,2013,2,0
1921,1,6.0,2,1990,1,2,1,1,0,0,0,0,0,7.7,0,2011,2,1
1922,1,4.0,6,2004,0,0,1,0,0,0,0,0,0,6.5,8,2008,1,1
1923,0,4.0,6,2010,0,0,1,0,1,0,0,0,0,8.4,0,2010,1,1
1924,0,4.0,1,2002,0,0,1,0,0,0,0,0,0,7.0,10,2008,1,1
1925,0,4.0,2,2006,0,0,0,0,1,1,1,1,1,8.8,2,2008,0,1
1926,1,4.0,2,2005,0,0,1,0,0,0,0,0,0,0.0,64,2009,1,0
1927,1,4.0,2,2005,0,0,1,1,0,0,0,0,0,8.6,0,2012,1,1
1928,0,4.0,2,2006,0,0,1,1,0,1,1,1,1,8.0,6,2008,0,1
1929,1,4.0,6,2004,0,0,1,0,0,0,0,0,0,4.8,18,2008,1,0
1930,1,4.0,6,2002,0,0,1,0,0,0,0,0,0,4.3,24,2011,1,0
1931,1,4.0,6,2002,0,0,1,0,0,0,0,0,0,0.0,20,2011,1,0
1932,1,4.0,6,2002,0,0,1,0,0,0,0,0,0,0.0,65,2011,1,0
1933,0,4.0,6,2005,0,0,0,0,0,0,0,0,0,9.0,6,2008,1,1
1934,0,4.0,6,2002,0,0,1,1,0,1,1,1,1,7.0,12,2008,1,1
1935,0,4.0,6,2002,0,0,1,1,0,1,1,1,1,7.0,12,2008,1,1
1936,1,3.0,2,2001,0,0,1,1,0,0,0,0,0,6.5,0,2014,2,1
1937,1,4.0,2,1985,1,0,1,1,0,0,0,0,0,8.5,4,2011,3,1
1938,1,4.0,2,1985,1,0,1,1,0,0,0,0,0,0.0,4,2011,3,0
1939,0,6.0,2,2007,0,0,1,1,0,0,0,0,0,7.0,6,2008,0,1
1940,1,4.0,2,2007,0,0,1,1,0,1,1,1,1,9.3,8,2008,0,1
1941,0,4.0,2,2006,0,0,1,0,0,1,1,1,1,9.0,8,2008,0,1
1942,0,4.0,2,2006,0,0,1,0,0,1,1,1,1,9.0,8,2008,0,1
1943,0,4.0,2,2007,0,0,1,0,0,1,1,1,1,9.5,2,2010,0,1
1944,1,4.0,2,2007,0,0,1,1,1,1,1,1,1,0.0,76,2009,0,0
1945,0,4.0,2,2007,0,0,1,0,1,1,1,1,1,7.0,0,2008,0,1
1946,1,4.0,1,2005,0,0,1,1,0,0,0,0,0,7.5,0,2012,1,1
1949,1,4.0,6,2002,0,0,1,0,0,0,0,0,0,6.6,2,2012,1,1
1951,0,4.0,6,2004,0,0,0,1,1,0,0,0,0,8.9,0,2010,1,1
1952,1,4.0,2,2004,0,0,1,0,0,1,1,1,1,8.2,0,2012,1,1
1953,1,4.0,2,2004,0,0,0,0,0,1,1,1,1,6.0,6,2008,0,1
1954,1,4.0,2,2008,0,0,1,1,0,0,0,0,0,0.0,70,2009,0,0
1955,1,4.0,2,2008,0,0,1,1,0,0,0,0,0,0.0,40,2009,0,0
1956,1,4.0,2,2008,0,0,1,1,0,0,0,0,0,0.0,76,2009,0,0
1957,1,3.0,1,2006,0,0,1,1,0,0,0,0,0,8.5,0,2010,1,1
1958,1,4.0,2,2008,0,0,1,1,0,0,0,0,0,0.0,6,2012,1,0
1959,0,4.0,2,2007,0,0,1,1,1,1,1,1,1,7.3,10,2008,0,1
1960,1,4.0,2,2008,0,0,1,1,0,0,0,0,0,7.8,4,2009,0,1
1961,1,4.0,2,2008,0,0,1,0,0,0,0,0,0,6.8,19,2010,1,0
1962,1,3.0,2,2008,0,0,0,1,0,1,1,1,1,9.0,2,2009,0,1
1963,1,4.0,2,2005,0,0,1,1,0,1,1,1,1,8.0,0,2010,1,1
1964,1,4.0,1,2006,0,0,1,0,0,1,1,1,1,8.3,0,2009,1,1
1966,0,4.0,6,2006,0,0,1,1,1,1,1,1,1,7.6,8,2008,0,1
1968,1,4.0,2,2011,0,0,1,0,1,1,1,1,1,8.6,2,2011,1,1
1969,1,4.0,6,2006,0,0,1,0,0,0,0,0,0,6.6,8,2013,1,1
1970,1,4.0,1,2005,1,0,1,0,0,0,0,0,0,8.4,0,2011,1,1
1971,0,4.0,2,2010,0,0,1,0,0,1,1,1,1,9.7,0,2011,1,1
1972,1,5.0,2,2010,0,0,1,1,0,0,0,0,0,9.0,0,2012,1,1
1973,1,4.0,6,2005,0,0,1,0,0,0,0,0,0,7.7,0,2012,2,1
1974,1,4.0,2,2010,0,0,1,1,0,1,1,1,1,9.4,12,2011,1,1
1975,1,4.0,6,2006,0,0,1,1,1,1,1,1,1,6.5,0,2008,0,1
1976,1,4.0,6,2006,0,0,1,1,1,1,1,1,1,6.5,0,2008,0,1
1977,1,3.0,6,2006,0,0,1,1,0,1,1,1,1,8.8,0,2009,1,1
1978,1,4.0,6,2006,0,0,0,0,0,1,1,1,1,1.3,22,2008,0,0
1979,1,4.0,6,2006,0,0,0,0,0,1,1,1,1,9.0,0,2012,1,1
1980,0,4.0,6,2006,0,0,1,1,0,1,1,1,1,7.5,6,2008,1,1
1981,0,4.0,6,2006,0,0,1,1,0,1,1,1,1,7.5,6,2008,1,1
1982,0,5.0,2,2006,1,0,1,1,0,1,1,1,1,7.9,0,2012,1,1
1983,0,5.0,2,2006,1,0,1,1,0,1,1,1,1,7.9,0,2012,1,1
1984,1,4.0,1,2010,0,0,1,0,0,0,0,0,0,6.2,10,2011,1,1
1985,0,4.0,2,2012,0,0,1,0,0,1,1,1,1,7.0,0,2012,0,1
1986,0,4.0,2,2012,0,0,1,0,0,1,1,1,1,7.0,0,2012,0,1
1987,1,4.0,1,2006,0,0,1,1,1,1,1,1,1,8.0,19,2010,1,0
1988,0,4.0,2,2011,0,0,1,0,0,0,0,0,0,7.5,0,2012,0,1
1989,1,4.0,1,2008,0,0,1,0,0,0,0,0,0,3.2,26,2014,1,0
1990,0,4.0,2,2012,0,0,1,0,0,1,1,1,1,6.8,0,2012,0,1
1991,1,4.0,1,2008,0,0,1,0,0,0,0,0,0,6.0,18,2014,1,1
1992,0,4.0,1,1998,1,0,1,1,0,0,0,0,0,6.9,0,2015,2,1
1993,1,4.0,1,1998,1,0,1,1,0,0,0,0,0,7.0,0,2009,1,1
1994,1,6.0,6,2006,0,0,1,1,0,0,0,0,0,6.8,10,2008,0,1
1995,0,4.0,6,2006,0,0,1,0,0,1,1,1,1,6.0,14,2008,1,1
1997,1,4.0,6,2005,0,0,0,1,0,0,0,0,0,9.0,2,2008,1,1
1998,0,4.0,6,2006,0,0,1,0,1,1,1,1,1,7.0,4,2008,0,1
1999,1,4.0,6,2004,0,0,1,0,0,1,1,1,1,7.5,14,2008,1,1
2000,1,4.0,2,2007,0,0,1,0,0,1,1,1,1,8.5,0,2015,1,1
2001,1,4.0,2,2004,1,0,1,0,0,0,0,0,0,6.0,15,2008,2,1
2002,1,4.0,6,2006,0,0,1,0,0,0,0,0,0,0.0,64,2011,1,0
2003,0,4.0,6,2006,0,0,0,0,0,1,1,1,1,6.5,14,2008,0,1
2004,0,4.0,6,2004,0,0,1,0,0,1,1,1,1,8.3,6,2008,1,1
2005,0,4.0,6,2004,0,0,1,0,0,1,1,1,1,8.3,6,2008,1,1
2006,1,4.0,1,2004,0,0,1,0,1,0,0,0,0,7.0,8,2008,0,1
2007,1,2.0,6,2007,0,1,1,1,0,1,1,1,1,8.0,2,2008,0,1
2008,0,4.0,6,2006,0,0,1,0,0,1,1,1,1,6.0,14,2008,0,1
2009,0,4.0,6,2006,0,0,1,0,0,1,1,1,1,6.0,14,2008,0,1
2010,1,4.0,6,2004,0,0,1,0,0,1,1,1,1,7.8,2,2008,1,1
2011,1,4.0,1,2005,0,0,1,0,0,0,0,0,0,9.2,6,2010,2,1
2012,0,4.0,1,2006,0,0,1,1,0,0,0,0,0,7.0,0,2011,1,1
2013,1,4.0,6,2006,0,0,1,0,0,0,0,0,0,7.3,14,2008,1,1
2016,1,4.0,6,2004,0,0,1,0,0,0,0,0,0,8.5,0,2008,0,1
2017,0,3.0,6,2005,0,0,1,1,0,1,1,1,1,8.5,0,2008,1,1
2018,1,4.0,6,2006,0,0,1,0,1,0,0,0,0,9.3,0,2011,1,1
2019,0,4.0,1,2007,0,0,1,1,1,1,1,1,1,8.8,4,2008,0,1
2020,1,4.0,6,2004,0,0,1,1,0,0,0,0,0,7.3,2,2008,0,1
2021,1,4.0,6,2004,0,0,1,0,0,0,0,0,0,8.8,4,2008,0,1
2022,1,4.0,6,2004,0,0,1,0,0,1,1,1,1,6.8,2,2008,0,1
2023,1,4.0,6,2004,0,0,1,0,0,1,1,1,1,6.8,2,2008,0,1
2024,1,4.0,1,2007,0,0,0,0,1,1,1,1,1,8.0,0,2008,0,1
2025,1,4.0,1,2007,0,0,0,0,1,1,1,1,1,8.0,0,2008,0,1
2026,0,4.0,6,2007,0,0,1,0,0,0,0,0,0,8.0,0,2008,0,1
2027,1,4.0,6,2003,0,0,1,0,0,1,1,1,1,6.8,4,2008,1,1
2028,1,4.0,6,2006,0,0,1,1,0,0,0,0,0,7.3,0,2008,1,1
2031,1,4.0,2,2002,0,0,1,1,0,0,0,0,0,9.6,8,2008,1,1
2032,0,4.0,6,2007,0,0,1,1,0,1,1,1,1,6.0,6,2008,0,1
2033,0,4.0,6,2007,0,0,1,1,0,1,1,1,1,6.3,4,2008,0,1
2034,1,4.0,6,2006,0,0,1,0,0,0,0,0,0,7.0,0,2008,1,1
2035,0,4.0,1,2000,0,0,1,1,1,0,0,0,0,7.5,6,2008,1,1
2036,0,4.0,6,2006,0,0,1,0,0,0,0,0,0,7.0,0,2016,1,1
2037,1,4.0,1,2007,0,0,1,1,0,0,0,0,0,6.5,8,2008,0,1
2040,1,4.0,4,1999,0,0,1,1,0,0,0,0,0,7.0,8,2009,1,1
2041,0,4.0,1,2006,0,0,1,0,0,0,0,0,0,7.8,0,2009,1,1
2042,1,4.0,1,2007,0,0,1,1,0,1,1,1,1,9.5,0,2009,1,1
2043,1,4.0,2,2007,0,0,1,0,0,1,1,1,1,7.8,6,2009,0,1
2044,1,4.0,6,2005,0,0,1,0,0,0,0,0,0,8.3,14,2009,0,1
2045,1,4.0,6,2008,0,0,0,1,0,0,0,0,0,0.0,76,2009,0,0
2046,1,4.0,1,2008,0,0,0,0,0,0,0,0,0,8.0,12,2009,0,1
2047,0,4.0,6,2010,0,0,0,0,1,0,0,0,0,8.7,0,2011,0,1
2048,1,4.0,6,2005,0,0,1,0,0,0,0,0,0,0.0,64,2009,0,0
2049,1,4.0,6,2005,0,0,1,0,0,0,0,0,0,4.9,22,2009,0,0
2050,1,4.0,6,2005,0,0,1,0,0,0,0,0,0,0.0,76,2009,0,0
2051,1,4.0,1,2005,0,0,1,0,0,1,1,1,1,7.8,12,2009,0,1
2052,1,4.0,1,2005,0,0,1,0,0,1,1,1,1,7.8,12,2009,0,1
2053,1,4.0,5,2007,0,0,1,0,1,0,0,0,0,7.7,6,2009,0,1
2054,1,4.0,6,2005,0,0,1,0,0,0,0,0,0,0.0,64,2009,1,0
2055,1,4.0,6,2005,0,0,1,0,1,0,0,0,0,0.0,64,2009,0,0
2056,1,4.0,6,2005,0,0,1,0,1,0,0,0,0,0.0,64,2009,0,0
2057,1,4.0,6,2007,0,0,1,1,0,1,1,1,1,7.9,8,2009,0,1
2059,1,4.0,6,2005,0,0,1,0,0,0,0,0,0,0.0,64,2009,0,0
2060,1,4.0,6,2007,0,0,1,1,0,1,1,1,1,3.8,38,2009,1,0
2061,1,4.0,6,2007,0,0,1,1,0,1,1,1,1,0.0,76,2009,1,0
2064,1,4.0,6,2005,0,0,1,0,1,0,0,0,0,0.0,64,2009,0,0
2065,1,4.0,6,2008,0,0,1,0,0,0,0,0,0,8.4,4,2009,0,1
2066,1,4.0,6,2007,0,0,0,0,0,0,0,0,0,8.4,10,2009,0,1
2067,1,4.0,6,2008,0,0,1,1,0,1,1,1,1,7.7,4,2009,0,1
2068,1,4.0,6,2005,0,0,1,0,0,0,0,0,0,0.0,64,2009,0,0
2069,1,4.0,6,2005,0,0,0,0,0,0,0,0,0,8.4,8,2009,0,1
2070,0,4.0,2,2013,0,0,1,1,1,1,1,1,1,6.0,14,2014,1,1
2071,1,4.0,6,2005,0,0,0,0,0,0,0,0,0,0.0,64,2009,0,0
2072,1,4.0,1,2007,0,0,1,1,0,0,0,0,0,9.6,0,2010,1,1
2073,0,4.0,1,2007,0,0,1,1,1,0,0,0,0,6.5,0,2009,1,1
2074,0,2.0,6,2007,0,0,1,1,0,1,1,1,1,8.4,0,2010,1,1
2075,0,4.0,1,2001,0,0,1,1,0,0,0,0,0,7.8,0,2015,2,1
2076,0,4.0,6,2008,0,0,1,1,0,0,0,0,0,8.6,0,2010,0,1
2077,0,4.0,2,2007,0,0,1,1,1,0,0,0,0,8.8,0,2009,1,1
2078,1,2.0,1,2003,0,0,1,1,1,1,1,1,1,7.5,0,2010,1,1
2079,0,4.0,2,2013,0,0,0,1,0,1,1,1,1,9.0,0,2013,0,1
2081,1,2.0,6,2008,0,0,1,1,1,0,0,0,0,6.7,0,2014,1,1
2083,0,0.0,1,2007,0,0,1,1,1,1,1,1,1,6.0,12,2013,1,1
2084,1,4.0,6,2000,1,0,0,1,0,1,1,1,1,8.8,0,2012,1,1
2086,1,0.0,6,2008,0,0,1,1,0,1,1,1,1,8.7,0,2009,0,1
2087,1,0.0,6,2008,0,0,1,1,0,1,1,1,1,8.7,0,2009,0,1
2088,1,0.0,6,2007,0,0,1,1,1,0,0,0,0,0.0,76,2009,0,0
2089,0,0.0,2,2008,0,0,1,1,1,1,1,1,1,8.3,2,2009,0,1
2090,0,0.0,6,2008,0,0,1,1,0,0,0,0,0,8.4,4,2009,0,1
2091,1,0.0,6,2008,0,0,1,1,0,0,0,0,0,0.0,76,2009,0,0
2092,0,0.0,1,2007,0,0,1,1,0,1,1,1,1,7.7,0,2009,1,1
2093,1,0.0,6,2007,0,0,1,1,0,0,0,0,0,0.0,76,2009,0,0
2094,1,0.0,6,2008,0,0,1,1,1,1,1,1,1,7.9,0,2009,0,1
2095,1,0.0,6,2008,0,0,1,1,1,1,1,1,1,7.9,0,2009,0,1
2096,1,0.0,1,2008,0,0,1,1,0,1,1,1,1,8.7,0,2009,0,1
2097,1,0.0,1,2008,0,0,1,1,0,1,1,1,1,8.7,0,2009,0,1
2098,1,0.0,6,2007,0,0,1,1,0,1,1,1,1,8.6,8,2009,0,1
2099,1,0.0,6,2008,0,0,1,1,0,0,0,0,0,0.0,76,2009,0,0
2100,0,0.0,6,2006,0,0,1,1,0,1,1,1,1,8.0,4,2009,1,1
2101,1,0.0,6,2008,0,0,1,1,0,0,0,0,0,8.0,0,2009,0,1
2102,1,0.0,6,2008,0,0,1,0,0,0,0,0,0,0.0,76,2009,0,0
2103,1,0.0,6,2008,0,0,0,0,0,1,1,1,1,8.5,2,2009,0,1
2104,0,0.0,1,2008,0,0,1,1,0,1,1,1,1,8.6,2,2009,0,1
2105,0,0.0,1,2008,0,0,1,1,0,1,1,1,1,8.6,2,2009,0,1
2106,0,3.0,6,2007,0,0,1,1,0,1,1,1,1,8.5,0,2010,1,1
2107,1,0.0,6,2008,0,0,0,0,0,0,0,0,0,0.0,76,2009,0,0
2108,1,0.0,4,2006,0,0,1,0,0,0,0,0,0,7.5,2,2009,1,1
2109,1,0.0,6,2007,0,0,1,1,0,0,0,0,0,7.9,2,2009,0,1
2110,0,0.0,1,2008,1,0,1,1,0,1,1,1,1,8.3,0,2009,0,1
2111,1,0.0,6,2008,0,0,1,1,0,0,0,0,0,7.5,4,2009,0,1
2112,1,0.0,6,2007,0,0,1,1,0,0,0,0,0,8.4,4,2009,0,1
2113,0,0.0,1,2005,0,0,1,1,1,0,0,0,0,10.0,4,2010,1,1
2114,1,0.0,1,2009,0,0,1,0,0,1,1,1,1,6.8,0,2011,0,1
2115,1,0.0,6,2007,0,0,1,1,0,0,0,0,0,0.0,42,2009,0,0
2116,1,4.0,2,2013,0,0,1,1,1,0,0,0,0,0.0,70,2014,0,0
2117,0,0.0,2,2014,0,0,1,1,0,0,0,0,0,6.5,2,2014,0,1
2118,0,0.0,2,2013,0,0,1,0,1,0,0,0,0,6.8,0,2014,0,1
2119,0,0.0,6,2009,0,0,1,1,0,1,1,1,1,8.9,0,2010,0,1
2120,0,0.0,1,2008,0,0,1,1,0,1,1,1,1,10.0,0,2010,0,1
2121,0,0.0,1,2008,0,0,1,1,0,1,1,1,1,10.0,0,2010,0,1
2125,0,3.0,1,2009,0,0,1,1,1,0,0,0,0,8.8,4,2010,0,1
2126,1,0.0,6,2009,0,0,0,0,0,0,0,0,0,9.3,2,2010,0,1
2127,0,4.0,6,2009,0,0,1,1,0,1,1,1,1,10.0,0,2010,0,1
2129,0,4.0,1,1999,0,0,1,0,1,0,0,0,0,10.0,0,2015,2,1
2131,0,4.0,1,2002,0,0,1,0,1,0,0,0,0,6.5,0,2010,1,1
2132,0,0.0,6,2009,0,0,1,0,0,1,1,1,1,7.2,2,2012,1,1
2133,0,0.0,6,2009,0,0,1,0,0,1,1,1,1,7.2,2,2012,1,1
2134,0,0.0,6,2009,0,0,1,0,0,1,1,1,1,7.2,2,2012,1,1
2135,0,3.0,6,2008,0,0,1,1,0,1,1,1,1,9.9,2,2010,0,1
2136,0,3.0,6,2008,0,0,1,1,0,1,1,1,1,9.9,2,2010,0,1
2137,0,3.0,1,2009,0,0,1,1,1,0,0,0,0,7.4,2,2010,0,1
2138,0,0.0,6,2008,0,0,1,0,0,0,0,0,0,6.5,2,2010,1,1
2139,0,0.0,6,2009,0,0,1,0,0,0,0,0,0,9.3,2,2010,0,1
2140,1,0.0,6,2009,0,0,1,0,0,0,0,0,0,7.0,4,2010,0,1
2141,1,3.0,1,2005,0,1,1,1,0,1,1,1,1,8.2,0,2011,1,1
2142,0,0.0,6,2009,0,0,1,0,0,1,1,1,1,8.3,2,2010,0,1
2143,0,0.0,6,2009,0,0,1,0,0,1,1,1,1,8.3,2,2010,0,1
2144,1,5.0,1,1996,1,2,1,1,0,1,1,1,1,8.2,0,2010,2,1
2145,0,4.0,6,2007,0,0,1,1,0,1,1,1,1,6.8,0,2010,1,1
2146,1,0.0,6,2009,0,0,0,1,0,1,1,1,1,8.0,2,2010,0,1
2147,0,4.0,6,2007,0,0,1,1,1,1,1,1,1,9.0,0,2010,1,1
2148,0,4.0,6,2007,0,0,1,1,1,1,1,1,1,9.0,0,2010,1,1
2149,1,0.0,1,2008,0,0,1,0,0,0,0,0,0,9.3,3,2010,0,1
2150,1,0.0,6,2009,0,0,1,0,0,1,1,1,1,9.5,2,2010,0,1
2151,0,4.0,6,2008,0,0,1,1,0,1,1,1,1,8.7,10,2010,1,1
2152,0,4.0,6,2008,0,0,1,1,0,1,1,1,1,8.7,10,2010,1,1
2153,0,4.0,6,2008,0,0,1,1,0,1,1,1,1,8.7,10,2010,1,1
2154,1,0.0,6,2009,0,0,1,1,0,1,1,1,1,8.3,0,2010,0,1
2155,0,0.0,6,2009,0,0,1,1,0,1,1,1,1,7.5,2,2010,0,1
2156,0,5.0,6,2009,0,0,1,1,0,1,1,1,1,8.5,2,2010,0,1
2158,1,0.0,6,2005,0,0,1,0,0,0,0,0,0,7.9,2,2010,1,1
2159,1,4.0,1,1999,1,1,1,1,1,0,0,0,0,10.0,6,2010,1,1
2160,1,0.0,1,2007,0,0,1,1,1,0,0,0,0,6.3,19,2010,1,0
2162,1,0.0,6,2009,0,0,1,1,0,0,0,0,0,0.0,30,2010,0,0
2164,0,0.0,6,2009,0,0,1,0,0,0,0,0,0,8.6,3,2010,0,1
2165,0,4.0,3,2009,0,0,0,1,1,1,1,1,1,9.8,4,2010,0,1
2166,0,2.0,1,2009,0,0,1,1,0,1,1,1,1,8.7,6,2010,0,1
2167,1,4.0,1,2009,0,0,1,1,1,0,0,0,0,7.0,9,2010,0,1
2168,0,6.0,6,2009,0,0,0,1,1,1,1,1,1,9.3,13,2010,0,1
2169,0,6.0,6,2009,0,0,0,1,1,1,1,1,1,9.3,13,2010,0,1
2171,1,0.0,1,2001,0,0,1,0,0,0,0,0,0,8.3,10,2010,1,1
2172,1,0.0,1,2009,0,0,1,1,0,1,1,1,1,7.5,19,2010,0,0
2173,0,3.0,1,2007,0,0,1,1,1,0,0,0,0,7.9,0,2012,1,1
